,movieId,title,rating,userId
8,3948,Meet the Parents (2000),,136559
0,10,GoldenEye (1995),,135478
1,1228,Raging Bull (1980),4.0,135478
2,1682,"Truman Show, The (1998)",4.0,135478
3,1722,Tomorrow Never Dies (1997),,135478
4,2167,Blade (1998),,135478
5,2329,American History X (1998),3.5,135478
6,2701,Wild Wild West (1999),,135478
7,2890,Three Kings (1999),,135478
8,7022,Battle Royale (Batoru rowaiaru) (2000),,135478
0,1196,Star Wars: Episode V - The Empire Strikes Back (1980),,142753
1,2858,American Beauty (1999),,142753
2,40815,Harry Potter and the Goblet of Fire (2005),,142753
3,55820,No Country for Old Men (2007),,142753
4,56174,I Am Legend (2007),,142753
5,63082,Slumdog Millionaire (2008),,142753
6,88140,Captain America: The First Avenger (2011),,142753
7,94864,Prometheus (2012),,142753
8,117529,Jurassic World (2015),,142753
9,122914,Avengers: Infinity War - Part II (2019),,142753
0,2008,"This World, Then the Fireworks (1997)",,185299
1,2171,Next Stop Wonderland (1998),,185299
2,4934,"Exterminator, The (1980)",,185299
3,8772,"Spy Who Came in from the Cold, The (1965)",,185299
4,8875,"Come Back, Little Sheba (1952)",,185299
5,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,185299
6,34464,Christmas in August (Palwolui Christmas) (1998),,185299
7,163194,Davy Crockett and the River Pirates (1956),,185299
0,1089,Reservoir Dogs (1992),,149168
1,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",,149168
2,1206,"Clockwork Orange, A (1971)",,149168
3,1210,Star Wars: Episode VI - Return of the Jedi (1983),,149168
4,1213,Goodfellas (1990),,149168
5,1219,Psycho (1960),,149168
6,1240,"Terminator, The (1984)",,149168
7,1704,Good Will Hunting (1997),,149168
8,2028,Saving Private Ryan (1998),,149168
9,2542,"Lock, Stock & Two Smoking Barrels (1998)",,149168
0,477,What's Love Got to Do with It? (1993),,121366
1,2320,Apt Pupil (1998),,121366
2,2358,Savior (1998),,121366
3,2933,"Fire Within, The (Feu follet, Le) (1963)",,121366
4,6817,"White Hunter, Black Heart (1990)",,121366
5,8068,Sundays and Cybele (Les dimanches de Ville d'Avray) (1962),,121366
6,77217,"Tender Trap, The (1955)",,121366
7,89135,"Birds, the Bees and the Italians, The (Signore & signori) (1966)",,121366
8,89769,"Romantic Englishwoman, The (1975)",,121366
9,106963,"War Between Men and Women, The (1972)",,121366
0,10,GoldenEye (1995),,191112
1,303,"Quick and the Dead, The (1995)",,191112
2,4992,Kate & Leopold (2001),,191112
3,8799,Little Black Book (2004),,191112
4,8866,Wimbledon (2004),,191112
5,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,191112
6,33437,Unleashed (Danny the Dog) (2005),,191112
7,85881,Win Win (2011),,191112
8,88356,"Smurfs, The (2011)",,191112
9,160878,The Kind Words (2015),,191112
0,2171,Next Stop Wonderland (1998),,143404
1,3584,Breathless (1983),,143404
2,6156,Shanghai Knights (2003),,143404
3,25948,Yellow Sky (1948),,143404
4,137054,Daniels Daughter (2008),,143404
5,140799,Truck Turner (1974),,143404
6,149548,Act Like You Love Me (2013),,143404
7,149550,Gone Fishing (2012),,143404
8,149624,Soap Opera (2014),,143404
9,152208,The Final Member (2012),,143404
0,5021,Murder by Death (1976),,162895
1,8772,"Spy Who Came in from the Cold, The (1965)",,162895
2,26399,Five Deadly Venoms (1978),,162895
3,34206,Crippled Masters (Tian can di que) (1979),,162895
4,59935,Flesh Gordon (1974),,162895
5,80456,Long Weekend (1978),,162895
6,124352,I Was Monty's Double (1958),,162895
7,163194,Davy Crockett and the River Pirates (1956),,162895
8,166241,Crack in the World (1965),,162895
0,2008,"This World, Then the Fireworks (1997)",,203718
1,2171,Next Stop Wonderland (1998),,203718
2,3485,Autopsy (Macchie Solari) (1975),,203718
3,3906,Under Suspicion (2000),,203718
4,5697,Terror Train (1980),,203718
5,6131,Some Kind of Hero (1982),,203718
6,8772,"Spy Who Came in from the Cold, The (1965)",,203718
7,136148,The Sign of Venus (1955),,203718
8,137078,Stranger in My House (1999),,203718
9,159181,"Johnny Cash: The Man, His World, His Music (1969)",,203718
0,1248,Touch of Evil (1958),,139825
1,1445,McHale's Navy (1997),,139825
2,1717,Scream 2 (1997),2.5,139825
3,1840,He Got Game (1998),,139825
4,2321,Pleasantville (1998),3.5,139825
5,2333,Gods and Monsters (1998),,139825
6,7387,Dawn of the Dead (1978),3.5,139825
7,82633,"Kuroneko (Black Cat from the Grove, The) (Yabu no naka no kuroneko) (1968)",,139825
8,97184,588 Rue Paradis (Mother) (1992),,139825
0,111,Taxi Driver (1976),,142742
1,589,Terminator 2: Judgment Day (1991),,142742
2,733,"Rock, The (1996)",,142742
3,1196,Star Wars: Episode V - The Empire Strikes Back (1980),,142742
4,1208,Apocalypse Now (1979),,142742
5,1213,Goodfellas (1990),,142742
6,2028,Saving Private Ryan (1998),,142742
7,2762,"Sixth Sense, The (1999)",,142742
8,2858,American Beauty (1999),,142742
9,2959,Fight Club (1999),,142742
0,1609,187 (One Eight Seven) (1997),,133028
1,2167,Blade (1998),,133028
2,3361,Bull Durham (1988),,133028
3,5343,"Temp, The (1993)",,133028
4,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,133028
5,8772,"Spy Who Came in from the Cold, The (1965)",,133028
6,89114,"Last Frontier, The (1955)",,133028
7,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,133028
8,136148,The Sign of Venus (1955),,133028
0,2171,Next Stop Wonderland (1998),,103561
1,3584,Breathless (1983),,103561
2,5928,"Border, The (1982)",,103561
3,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),,103561
4,8772,"Spy Who Came in from the Cold, The (1965)",,103561
5,27554,To Kill a King,,103561
6,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,103561
7,34464,Christmas in August (Palwolui Christmas) (1998),,103561
8,96131,K-20: The Fiend with Twenty Faces (2008),,103561
9,175249,To Kill a King (2003),,103561
0,40752,Takeshis' (2005),,149815
1,59549,Shelter (2007),,149815
2,72171,Black Dynamite (2009),,149815
3,88235,"Guard, The (2011)",,149815
4,101629,"King - Jari Litmanen, The (Kuningas Litmanen) (2012)",,149815
5,106197,Girl Most Likely (2012),,149815
6,119571,Teenage Dirtbag (2009),,149815
7,134921,A Year in Burgundy (2013),,149815
8,151905,Le Mac (2010),,149815
9,164765,Love Finds You In Sugarcreek (2014),,149815
0,10,GoldenEye (1995),3.0,142747
1,303,"Quick and the Dead, The (1995)",,142747
2,1213,Goodfellas (1990),,142747
3,1274,Akira (1988),,142747
4,1544,"Lost World: Jurassic Park, The (1997)",,142747
5,1717,Scream 2 (1997),,142747
6,2194,"Untouchables, The (1987)",3.0,142747
7,2427,"Thin Red Line, The (1998)",,142747
8,2701,Wild Wild West (1999),,142747
9,3948,Meet the Parents (2000),,142747
0,10,GoldenEye (1995),,136395
1,70,From Dusk Till Dawn (1996),,136395
2,1213,Goodfellas (1990),,136395
3,1653,Gattaca (1997),4.5,136395
4,1722,Tomorrow Never Dies (1997),,136395
5,3930,"Creature from the Black Lagoon, The (1954)",,136395
6,5118,"Heartbreak Kid, The (1972)",,136395
7,25948,Yellow Sky (1948),,136395
8,89114,"Last Frontier, The (1955)",,136395
9,164230,Money Play$ (1998),,136395
0,10,GoldenEye (1995),,182933
1,4493,Critters 2: The Main Course (1988),,182933
2,5054,Brainstorm (1983),,182933
3,7450,Laws of Attraction (2004),,182933
4,31188,"Milky Way, The (Voie lactée, La) (1969)",,182933
5,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,182933
6,50942,"Wake Up, Ron Burgundy (2004)",0.5,182933
7,123089,The McKenzie Break (1970),,182933
8,148386,The Wind of the Night (1999),,182933
9,160378,Sicario (1994),,182933
0,70,From Dusk Till Dawn (1996),,141963
1,519,RoboCop 3 (1993),3.5,141963
2,8772,"Spy Who Came in from the Cold, The (1965)",,141963
3,31374,Hobson's Choice (1954),,141963
4,34206,Crippled Masters (Tian can di que) (1979),,141963
5,77449,Ben (1972),,141963
6,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,141963
7,92683,Stella Does Tricks (1996),,141963
8,141273,A Hill in Korea (1956),,141963
0,26267,Get to Know Your Rabbit (1972),,149181
1,46101,The Great New Wonderful (2005),,149181
2,59549,Shelter (2007),,149181
3,66789,Screamers: The Hunting (2009),,149181
4,72171,Black Dynamite (2009),,149181
5,76189,Growth (2009),,149181
6,95026,Exporting Raymond (2010),,149181
7,95595,Bela Kiss: Prologue (2013),,149181
8,106672,Club Fed (1990),,149181
9,154210,The chosen (2006),,149181
0,303,"Quick and the Dead, The (1995)",,138229
1,1019,"20,000 Leagues Under the Sea (1954)",,138229
2,2171,Next Stop Wonderland (1998),,138229
3,2971,All That Jazz (1979),,138229
4,4446,Final Fantasy: The Spirits Within (2001),,138229
5,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,138229
6,5796,Casino Royale (1967),,138229
7,7618,Chaplin (1992),,138229
8,42015,Casanova (2005),,138229
9,70188,Wild River (1960),,138229
0,35629,"Sea, The (Hafið) (2002)",,202964
1,64620,Frost/Nixon (2008),,202964
2,68237,Moon (2009),,202964
3,73266,Youth in Revolt (2009),,202964
4,82093,London Boulevard (2010),,202964
5,84100,Throw Down (Yau doh lung fu bong) (2004),,202964
6,88977,Loose Cannons (Mine vaganti) (2010),,202964
7,91094,"Muppets, The (2011)",,202964
8,155796,Confession of a Child of the Century (2012),,202964
9,165441,American Pastoral (2016),,202964
0,6593,Freaky Friday (2003),,142670
1,6957,Bad Santa (2003),,142670
2,7325,Starsky & Hutch (2004),,142670
3,7450,Laws of Attraction (2004),,142670
4,8622,Fahrenheit 9/11 (2004),,142670
5,50942,"Wake Up, Ron Burgundy (2004)",,142670
6,59549,Shelter (2007),,142670
7,73268,Daybreakers (2010),,142670
8,80094,"Last Exorcism, The (2010)",,142670
9,88235,"Guard, The (2011)",,142670
0,3361,Bull Durham (1988),,134681
1,5308,Three Men and a Baby (1987),,134681
2,8772,"Spy Who Came in from the Cold, The (1965)",,134681
3,32211,Thriller: A Cruel Picture (Thriller - en grym film) (1974),,134681
4,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,134681
5,123087,The Return of Sabata (1971),,134681
6,124352,I Was Monty's Double (1958),,134681
7,137078,Stranger in My House (1999),,134681
8,149080,A Fare to Remember,,134681
9,155996,Alex: The Life of a Child (1986),,134681
0,122,Boomerang (1992),,141574
1,1342,Candyman (1992),,141574
2,3125,"End of the Affair, The (1999)",,141574
3,3584,Breathless (1983),,141574
4,5928,"Border, The (1982)",,141574
5,8772,"Spy Who Came in from the Cold, The (1965)",,141574
6,34464,Christmas in August (Palwolui Christmas) (1998),,141574
7,140799,Truck Turner (1974),,141574
0,4446,Final Fantasy: The Spirits Within (2001),,143694
1,33145,"Lot Like Love, A (2005)",,143694
2,42015,Casanova (2005),,143694
3,66330,Fireflies in the Garden (2008),,143694
4,77307,Dogtooth (Kynodontas) (2009),,143694
5,95595,Bela Kiss: Prologue (2013),,143694
6,104303,Jobs (2013),,143694
7,110553,The Amazing Spider-Man 2 (2014),,143694
0,168,First Knight (1995),,133678
1,4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),,133678
2,26267,Get to Know Your Rabbit (1972),,133678
3,27174,Without Evidence (1995),,133678
4,69429,Home from the Hill (1960),,133678
5,103380,A Coming-Out Party (1961),,133678
6,106672,Club Fed (1990),,133678
7,164230,Money Play$ (1998),,133678
8,171051,Without Evidence (1995),,133678
0,39,Clueless (1995),,150784
1,1037,"Lawnmower Man, The (1992)",,150784
2,1713,Mouse Hunt (1997),,150784
3,2008,"This World, Then the Fireworks (1997)",,150784
4,2052,Hocus Pocus (1993),,150784
5,2745,"Mission, The (1986)",,150784
6,3328,Ghost Dog: The Way of the Samurai (1999),,150784
7,4499,Dirty Rotten Scoundrels (1988),,150784
8,125119,Johnny Cool (1963),,150784
9,157424,Because They're Young (1960),,150784
0,2008,"This World, Then the Fireworks (1997)",,133047
1,5021,Murder by Death (1976),,133047
2,5407,"Bûche, La (1999)",,133047
3,5878,Talk to Her (Hable con Ella) (2002),,133047
4,7450,Laws of Attraction (2004),,133047
5,50794,Smokin' Aces (2006),,133047
6,76077,Hot Tub Time Machine (2010),,133047
7,95207,Abraham Lincoln: Vampire Hunter (2012),,133047
8,122902,Fantastic Four (2015),,133047
9,132480,The Age of Adaline (2015),,133047
0,6156,Shanghai Knights (2003),,145581
1,27554,To Kill a King,,145581
2,72764,Transylmania (2009),,145581
3,81204,"Disappeared, The (2008)",,145581
4,100452,"Devil's Tomb, The (2009)",,145581
5,102951,All In: The Poker Movie (2009),,145581
6,106785,Homefront (2013),,145581
7,111844,Bad Asses (Bad Ass 2) (2014),,145581
8,175249,To Kill a King (2003),,145581
0,4754,"Wicker Man, The (1973)",,149078
1,4999,Dodsworth (1936),,149078
2,5021,Murder by Death (1976),,149078
3,5111,"Good Son, The (1993)",,149078
4,25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921),,149078
5,25948,Yellow Sky (1948),,149078
6,39731,Champion (1949),,149078
7,89016,What Did the Lady Forget? (Shukujo wa nani o wasureta ka) (1937) ,,149078
8,96775,"Perfect Murder, The (1988)",,149078
0,5952,"Lord of the Rings: The Two Towers, The (2002)",,142746
1,68157,Inglourious Basterds (2009),,142746
2,73431,"Maiden Heist, The (2009)",,142746
3,74156,Edge of Darkness (2010),,142746
4,78097,Forbidden Door (Pintu Terlarang) (2009),,142746
5,94556,Citizen Gangster (2011) ,,142746
6,98983,Arsène Lupin (2004),,142746
7,109189,Endless Love (2014),,142746
8,114891,Legendary (2010),,142746
9,152599,Please Teach Me English (2003),,142746
0,122,Boomerang (1992),,197571
1,168,First Knight (1995),,197571
2,1713,Mouse Hunt (1997),,197571
3,3584,Breathless (1983),,197571
4,5008,Witness for the Prosecution (1957),,197571
5,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,197571
6,7618,Chaplin (1992),,197571
7,8668,Some Girl (1998),,197571
8,8772,"Spy Who Came in from the Cold, The (1965)",,197571
9,140799,Truck Turner (1974),,197571
0,3930,"Creature from the Black Lagoon, The (1954)",,206743
1,4375,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",,206743
2,6131,Some Kind of Hero (1982),,206743
3,6421,"Rare Breed, The (1966)",,206743
4,26399,Five Deadly Venoms (1978),,206743
5,34206,Crippled Masters (Tian can di que) (1979),,206743
6,34464,Christmas in August (Palwolui Christmas) (1998),,206743
7,86312,"Mouse on the Moon, The (1963)",,206743
8,164230,Money Play$ (1998),,206743
0,1399,Marvin's Room (1996),,143188
1,6806,Time and Tide (Seunlau Ngaklau) (2000),,143188
2,8669,Stay Hungry (1976),,143188
3,54378,Man's Job (Miehen työ) (2007),,143188
4,59549,Shelter (2007),,143188
5,78247,"Drawn Together Movie: The Movie!, The (2010)",,143188
6,91628,New Year's Eve (2011),,143188
7,124352,I Was Monty's Double (1958),,143188
8,136966,Murder Without Motive: The Edmund Perry Story (1992),,143188
9,164230,Money Play$ (1998),,143188
0,8622,Fahrenheit 9/11 (2004),,150287
1,27904,"Scanner Darkly, A (2006)",,150287
2,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,150287
3,42015,Casanova (2005),,150287
4,80430,Palermo Shooting (2008),,150287
5,84100,Throw Down (Yau doh lung fu bong) (2004),,150287
6,105504,Captain Phillips (2013),,150287
7,139813,Sand Castles (2014),,150287
8,151967,Pyaar Tune Kya Kiya,,150287
9,162226,E la chiamano estate (2012),,150287
0,42015,Casanova (2005),,190752
1,50942,"Wake Up, Ron Burgundy (2004)",,190752
2,59549,Shelter (2007),,190752
3,59607,King Corn (2007),,190752
4,72171,Black Dynamite (2009),,190752
5,72764,Transylmania (2009),,190752
6,163949,The Beatles: Eight Days a Week - The Touring Years (2016),,190752
7,164765,Love Finds You In Sugarcreek (2014),,190752
0,1059,William Shakespeare's Romeo + Juliet (1996),,141595
1,1840,He Got Game (1998),,141595
2,2427,"Thin Red Line, The (1998)",,141595
3,2594,Open Your Eyes (Abre los ojos) (1997),,141595
4,2672,"Thirteenth Floor, The (1999)",,141595
5,3977,Charlie's Angels (2000),,141595
6,7387,Dawn of the Dead (1978),,141595
7,97184,588 Rue Paradis (Mother) (1992),,141595
8,164230,Money Play$ (1998),,141595
0,2008,"This World, Then the Fireworks (1997)",,143762
1,2171,Next Stop Wonderland (1998),,143762
2,8725,"Goodbye, Columbus (1969)",,143762
3,8772,"Spy Who Came in from the Cold, The (1965)",,143762
4,8875,"Come Back, Little Sheba (1952)",,143762
5,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,143762
6,34464,Christmas in August (Palwolui Christmas) (1998),,143762
7,107914,Fade To Black (1980),,143762
8,136148,The Sign of Venus (1955),,143762
9,159181,"Johnny Cash: The Man, His World, His Music (1969)",,143762
0,1302,Field of Dreams (1989),,125862
1,1748,Dark City (1998),,125862
2,2294,Antz (1998),2.5,125862
3,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),,125862
4,3617,Road Trip (2000),,125862
5,3697,Predator 2 (1990),,125862
6,3703,"Road Warrior, The (Mad Max 2) (1981)",,125862
7,3977,Charlie's Angels (2000),1.0,125862
8,4128,"Lost Boys, The (1987)",,125862
9,7618,Chaplin (1992),,125862
0,70,From Dusk Till Dawn (1996),,133992
1,1213,Goodfellas (1990),4.0,133992
2,1304,Butch Cassidy and the Sundance Kid (1969),,133992
3,1653,Gattaca (1997),,133992
4,2078,"Jungle Book, The (1967)",,133992
5,2232,Cube (1997),,133992
6,2329,American History X (1998),4.5,133992
7,3702,Mad Max (1979),,133992
8,3717,Gone in 60 Seconds (2000),4.0,133992
9,5690,Grave of the Fireflies (Hotaru no haka) (1988),,133992
0,3674,For the Love of Benji (1977),,143797
1,5021,Murder by Death (1976),,143797
2,5343,"Temp, The (1993)",,143797
3,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,143797
4,6510,"Bodies, Rest & Motion (1993)",,143797
5,8668,Some Girl (1998),,143797
6,26267,Get to Know Your Rabbit (1972),,143797
7,66579,"Lost, The (2009)",,143797
8,140799,Truck Turner (1974),,143797
9,164230,Money Play$ (1998),,143797
0,4628,New York Stories (1989),,108285
1,8772,"Spy Who Came in from the Cold, The (1965)",,108285
2,26267,Get to Know Your Rabbit (1972),,108285
3,57754,Bamako (2006),,108285
4,64906,"Battle of Britain, The (Why We Fight, 4) (1943)",,108285
5,79213,Sade (2000),,108285
6,81204,"Disappeared, The (2008)",,108285
7,104361,Ain't Them Bodies Saints (2013),,108285
8,141950,6 Years (2015),,108285
0,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",2.5,190112
1,2171,Next Stop Wonderland (1998),,190112
2,3584,Breathless (1983),,190112
3,4934,"Exterminator, The (1980)",,190112
4,6628,Hot Dog... The Movie (1984),,190112
5,118734,Zorro (1975),,190112
6,120879,Soap and Water (1983),,190112
7,140799,Truck Turner (1974),,190112
0,2171,Next Stop Wonderland (1998),,125273
1,5343,"Temp, The (1993)",,125273
2,6510,"Bodies, Rest & Motion (1993)",,125273
3,8533,"Notebook, The (2004)",,125273
4,26399,Five Deadly Venoms (1978),,125273
5,40815,Harry Potter and the Goblet of Fire (2005),,125273
6,70188,Wild River (1960),,125273
7,89114,"Last Frontier, The (1955)",,125273
8,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,125273
9,136148,The Sign of Venus (1955),,125273
0,235,Ed Wood (1994),,142736
1,736,Twister (1996),,142736
2,1059,William Shakespeare's Romeo + Juliet (1996),,142736
3,1249,"Femme Nikita, La (Nikita) (1990)",,142736
4,2420,"Karate Kid, The (1984)",,142736
5,2841,Stir of Echoes (1999),,142736
6,3257,"Bodyguard, The (1992)",,142736
7,4489,Coming to America (1988),,142736
8,5021,Murder by Death (1976),,142736
9,26792,Sidekicks (1992),,142736
0,45074,"Wild, The (2006)",,136834
1,50942,"Wake Up, Ron Burgundy (2004)",,136834
2,67799,The Butterfly Effect 3: Revelations (2009),,136834
3,72171,Black Dynamite (2009),,136834
4,73431,"Maiden Heist, The (2009)",,136834
5,80094,"Last Exorcism, The (2010)",,136834
6,84794,What Is It? (2005),,136834
7,95026,Exporting Raymond (2010),,136834
8,103574,Jug Face (2013),,136834
9,149344,Pete's Christmas (2013),,136834
0,1399,Marvin's Room (1996),,100726
1,3558,"Law, The (a.k.a. Where the Hot Wind Blows!) (Legge, La) (1958)",,100726
2,6464,Good Burger (1997),3.0,100726
3,6466,Mississippi Masala (1991),,100726
4,26280,Traffic (Trafic) (1971),,100726
5,70188,Wild River (1960),,100726
6,85403,"Little Night Music, A (1977)",,100726
7,97184,588 Rue Paradis (Mother) (1992),,100726
8,112463,Black Gunn (1972),,100726
9,164230,Money Play$ (1998),,100726
0,1549,Rough Magic (1995),,117707
1,2171,Next Stop Wonderland (1998),,117707
2,4569,Best of the Best 2 (1993),,117707
3,5727,Deadly Blessing (1981),,117707
4,5928,"Border, The (1982)",,117707
5,6131,Some Kind of Hero (1982),,117707
6,34464,Christmas in August (Palwolui Christmas) (1998),,117707
7,52199,Damnation (Karhozat) (1987),,117707
8,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,117707
9,86312,"Mouse on the Moon, The (1963)",,117707
0,1037,"Lawnmower Man, The (1992)",,139587
1,2008,"This World, Then the Fireworks (1997)",,139587
2,3584,Breathless (1983),,139587
3,4934,"Exterminator, The (1980)",,139587
4,5925,"Beast Within, The (1982)",,139587
5,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,139587
6,125067,Waltz of the Toreadors (1962),,139587
7,125119,Johnny Cool (1963),,139587
8,140799,Truck Turner (1974),,139587
9,157424,Because They're Young (1960),,139587
0,8934,Bebe's Kids (1992),,143989
1,64234,"Guyver, The (1991)",,143989
2,88697,SUBWAYStories: Tales from the Underground (1997),,143989
3,97670,My Forbidden Past (1951),,143989
4,101674,Horror of the Zombies (1974),,143989
5,125970,Halloweentown (1998),,143989
6,136534,Grandma Got Run Over by a Reindeer (2000),,143989
7,140433,The Deerslayer (1957),,143989
8,153648,The Snow Queen (1957),,143989
9,166332,Hunted (1952),,143989
0,698,Delta of Venus (1995),,143981
1,796,"Very Natural Thing, A (1974)",,143981
2,7450,Laws of Attraction (2004),,143981
3,31389,Dr. Who and the Daleks (1965),,143981
4,50942,"Wake Up, Ron Burgundy (2004)",,143981
5,111233,Tentacles (Tentacoli) (1977),,143981
6,126225,"So Sweet, So Dead (1972)",,143981
7,128675,Hollow Point (1996),,143981
8,149308,Depeche Mode: 101 (1989),,143981
9,156720,Burning an Illusion (1981),,143981
0,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,100368
1,2145,Pretty in Pink (1986),,100368
2,2890,Three Kings (1999),,100368
3,3361,Bull Durham (1988),,100368
4,4999,Dodsworth (1936),,100368
5,8465,Johnny Eager (1942),,100368
6,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,100368
7,39818,"Swindle, The (Bidone, Il) (1955)",,100368
8,47927,"Sign of the Cross, The (1932)",,100368
9,83538,"Léon Morin, Priest (Léon Morin, prêtre) (1961)",,100368
0,6881,Pieces of April (2003),,101067
1,81204,"Disappeared, The (2008)",,101067
2,83279,Samoure (2005),,101067
3,98167,In Their Sleep (Dans ton sommeil) (2010),,101067
4,101303,Amber Lake (2011) ,,101067
5,104601,"Stranger Within, The (2013)",,101067
6,109862,You've Been Trumped (2011),,101067
7,110433,Möbius (2013),,101067
8,112674,Bulletproof Salesman (2008),,101067
9,141950,6 Years (2015),,101067
0,2008,"This World, Then the Fireworks (1997)",,146520
1,2171,Next Stop Wonderland (1998),,146520
2,2971,All That Jazz (1979),,146520
3,32211,Thriller: A Cruel Picture (Thriller - en grym film) (1974),,146520
4,34206,Crippled Masters (Tian can di que) (1979),,146520
5,70188,Wild River (1960),,146520
6,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,146520
7,124352,I Was Monty's Double (1958),,146520
8,137078,Stranger in My House (1999),,146520
0,1193,One Flew Over the Cuckoo's Nest (1975),5.0,142666
1,1597,Conspiracy Theory (1997),,142666
2,1682,"Truman Show, The (1998)",,142666
3,1722,Tomorrow Never Dies (1997),,142666
4,1840,He Got Game (1998),,142666
5,2167,Blade (1998),,142666
6,2231,Rounders (1998),,142666
7,2701,Wild Wild West (1999),,142666
8,2971,All That Jazz (1979),,142666
9,7022,Battle Royale (Batoru rowaiaru) (2000),,142666
0,1376,Star Trek IV: The Voyage Home (1986),,142735
1,2594,Open Your Eyes (Abre los ojos) (1997),,142735
2,2672,"Thirteenth Floor, The (1999)",,142735
3,4367,Lara Croft: Tomb Raider (2001),,142735
4,4499,Dirty Rotten Scoundrels (1988),,142735
5,5407,"Bûche, La (1999)",,142735
6,7076,Bullitt (1968),,142735
7,79213,Sade (2000),,142735
8,100498,"Good Day to Die Hard, A (2013)",,142735
9,106672,Club Fed (1990),,142735
0,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,106986
1,1248,Touch of Evil (1958),,106986
2,1909,"X-Files: Fight the Future, The (1998)",,106986
3,2890,Three Kings (1999),,106986
4,3361,Bull Durham (1988),,106986
5,6973,Final Analysis (1992),,106986
6,7618,Chaplin (1992),,106986
7,34206,Crippled Masters (Tian can di que) (1979),,106986
8,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,106986
9,161264,Something for a Lonely Man (1968),,106986
0,6,Heat (1995),,149142
1,5418,"Bourne Identity, The (2002)",,149142
2,8957,Saw (2004),,149142
3,27773,Old Boy (2003),,149142
4,33166,Crash (2004),,149142
5,33679,Mr. & Mrs. Smith (2005),,149142
6,56174,I Am Legend (2007),,149142
7,68319,X-Men Origins: Wolverine (2009),,149142
8,69757,(500) Days of Summer (2009),,149142
9,92259,Intouchables (2011),,149142
0,3930,"Creature from the Black Lagoon, The (1954)",,143584
1,8772,"Spy Who Came in from the Cold, The (1965)",,143584
2,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,143584
3,34206,Crippled Masters (Tian can di que) (1979),,143584
4,40815,Harry Potter and the Goblet of Fire (2005),,143584
5,86312,"Mouse on the Moon, The (1963)",,143584
6,97115,El tren de la memoria (2005),,143584
7,149090,The Code,,143584
8,155597,Prologue (2015),,143584
0,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),,162234
1,6188,Old School (2003),,162234
2,6586,American Wedding (American Pie 3) (2003),,162234
3,7251,Where the Day Takes You (1992),,162234
4,8772,"Spy Who Came in from the Cold, The (1965)",,162234
5,34464,Christmas in August (Palwolui Christmas) (1998),,162234
6,44022,Ice Age 2: The Meltdown (2006),,162234
7,57528,Rambo (Rambo 4) (2008),,162234
8,86312,"Mouse on the Moon, The (1963)",,162234
9,97115,El tren de la memoria (2005),,162234
0,2890,Three Kings (1999),,122708
1,6249,Boat Trip (2003),,122708
2,8863,Evergreen (2004),,122708
3,43904,When a Stranger Calls (2006),,122708
4,51187,Kidulthood (2006),,122708
5,92192,Apollo 18 (2011),,122708
6,99143,Cirque du Soleil: Worlds Away (2012),,122708
7,101629,"King - Jari Litmanen, The (Kuningas Litmanen) (2012)",,122708
8,128181,Cody the Robosapien (2013),,122708
9,132995,Dear Lemon Lima (2009),,122708
0,46101,The Great New Wonderful (2005),,160779
1,59549,Shelter (2007),,160779
2,66789,Screamers: The Hunting (2009),,160779
3,68932,"Soloist, The (2009)",,160779
