,movieId,rating,title,userId
8,111622,,Begin Again (2013),187956
9,43904,,When a Stranger Calls (2006),187956
0,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),129523
1,103141,,Monsters University (2013),129523
2,122898,,Justice League (2017),129523
3,141808,,A Summer to Remember (1960),129523
4,163194,,Davy Crockett and the River Pirates (1956),129523
5,59935,,Flesh Gordon (1974),129523
6,3103,,Stanley & Iris (1990),129523
7,8772,,"Spy Who Came in from the Cold, The (1965)",129523
8,47610,,"Illusionist, The (2006)",129523
9,69429,,Home from the Hill (1960),129523
0,45074,,"Wild, The (2006)",206903
1,7011,,"Bullfighter, The (Matador) (1986)",206903
2,52724,,Lucky You (2007),206903
3,134957,,Ada Apa Dengan Cinta? (2002),206903
4,104361,,Ain't Them Bodies Saints (2013),206903
5,49926,,"Intruder, The (L'intrus) (2004)",206903
6,6207,,"Slaughter Rule, The (2002)",206903
7,153008,,Tango Charlie (2005),206903
0,69278,,Land of the Lost (2009),120027
1,163384,,Ripoux 3 (2003),120027
2,162662,,Hockney (2014),120027
3,109452,,Omar (2013),120027
4,99861,,Jesse Stone: Sea Change (2007),120027
5,67799,,The Butterfly Effect 3: Revelations (2009),120027
6,104361,,Ain't Them Bodies Saints (2013),120027
7,58879,,Shine a Light (2008),120027
8,84525,,Virus X (2010),120027
9,80094,,"Last Exorcism, The (2010)",120027
0,4351,,Point Break (1991),142611
1,2052,,Hocus Pocus (1993),142611
2,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",142611
3,911,,Charade (1963),142611
4,4406,,"Man Who Shot Liberty Valance, The (1962)",142611
5,81591,,Black Swan (2010),142611
6,5600,,"Wanderers, The (1979)",142611
7,1103,,Rebel Without a Cause (1955),142611
8,916,,Roman Holiday (1953),142611
9,1037,,"Lawnmower Man, The (1992)",142611
0,157266,,Kolpaçino (2009),141974
1,44844,,Phat Girlz (2006),141974
2,163384,,Ripoux 3 (2003),141974
3,109452,,Omar (2013),141974
4,65259,,Involuntary (De ofrivilliga) (2008),141974
5,51847,,Right at Your Door (2006),141974
6,109675,,"Pill, The (2011)",141974
7,84525,,Virus X (2010),141974
8,74456,,Babysitter Wanted (2008),141974
9,152465,,Vipers (2008),141974
0,26209,,"Magic Christian, The (1969)",201003
1,163384,,Ripoux 3 (2003),201003
2,2171,,Next Stop Wonderland (1998),201003
3,162662,,Hockney (2014),201003
4,99861,,Jesse Stone: Sea Change (2007),201003
5,6131,,Some Kind of Hero (1982),201003
6,52199,,Damnation (Karhozat) (1987),201003
7,58879,,Shine a Light (2008),201003
8,84525,,Virus X (2010),201003
9,487,,Lightning Jack (1994),201003
0,72171,,Black Dynamite (2009),132757
1,88235,,"Guard, The (2011)",132757
2,71573,,Whiteout (2009),132757
3,5400,,"Sum of All Fears, The (2002)",132757
4,65193,,Wild Child (2008),132757
5,164901,,Heavenly Shift (2013),132757
6,54378,,Man's Job (Miehen työ) (2007),132757
7,27158,,"Life of Aleksis Kivi, The (Aleksis Kiven elämä) (2002)",132757
8,5878,,Talk to Her (Hable con Ella) (2002),132757
9,80094,,"Last Exorcism, The (2010)",132757
0,56174,,I Am Legend (2007),142639
1,91768,,"Outside Man, The (Un homme est mort) (1972)",142639
2,2139,,"Secret of NIMH, The (1982)",142639
3,25990,,It Should Happen to You (1954),142639
4,91529,,"Dark Knight Rises, The (2012)",142639
5,3338,,For All Mankind (1989),142639
6,167170,,Perry Mason: The Case of the Scandalous Scoundrel (1987),142639
7,1840,,He Got Game (1998),142639
8,1909,,"X-Files: Fight the Future, The (1998)",142639
9,6510,,"Bodies, Rest & Motion (1993)",142639
0,56174,,I Am Legend (2007),134113
1,152081,4.0,Zootopia (2016),134113
2,54001,4.0,Harry Potter and the Order of the Phoenix (2007),134113
3,5816,,Harry Potter and the Chamber of Secrets (2002),134113
4,1206,,"Clockwork Orange, A (1971)",134113
5,1203,5.0,12 Angry Men (1957),134113
6,115713,3.5,Ex Machina (2015),134113
7,122916,3.5,Thor: Ragnarok (2017),134113
0,61236,,Waltz with Bashir (Vals im Bashir) (2008),118062
1,155619,,Neue Vahr Süd (2010),118062
2,7450,,Laws of Attraction (2004),118062
3,8622,,Fahrenheit 9/11 (2004),118062
4,83219,,"Pixar Story, The (2007)",118062
5,153246,,Flower & Snake (2004),118062
6,60475,,"Violin, El (2005)",118062
7,81164,,"Hole, The (2009)",118062
8,89722,,"Horrible Way to Die, A (2010) ",118062
9,162580,,Paradise (2015),118062
0,908,,North by Northwest (1959),108265
1,118734,,Zorro (1975),108265
2,1854,,Kissing a Fool (1998),108265
3,118718,,White Mischief (1987),108265
4,592,,Batman (1989),108265
5,134336,,Mohra (1994),108265
6,30991,,Powwow Highway (1989),108265
7,6466,,Mississippi Masala (1991),108265
8,128245,,Murder by Phone (1982),108265
9,161948,,Tibetana,108265
0,8644,,"I, Robot (2004)",134580
1,79702,,Scott Pilgrim vs. the World (2010),134580
2,106916,,American Hustle (2013),134580
3,119145,4.5,Kingsman: The Secret Service (2015),134580
4,1840,,He Got Game (1998),134580
5,2167,3.5,Blade (1998),134580
6,64622,,"Reader, The (2008)",134580
7,164179,,Arrival (2016),134580
8,93840,4.0,"Cabin in the Woods, The (2012)",134580
0,111844,,Bad Asses (Bad Ass 2) (2014),141214
1,6338,,Daddy Day Care (2003),141214
2,59016,,Street Kings (2008),141214
3,101662,,Three Way (2004),141214
4,79588,,Charlie St. Cloud (2010),141214
5,8772,,"Spy Who Came in from the Cold, The (1965)",141214
6,143707,,Cruel World (2005),141214
7,160337,,Almost Human (2013),141214
8,59014,,Superhero Movie (2008),141214
9,65882,,"Uninvited, The (2009)",141214
0,69278,,Land of the Lost (2009),199928
1,164230,,Money Play$ (1998),199928
2,61248,,Death Race (2008),199928
3,154160,,Bodyguard (2011),199928
4,162662,,Hockney (2014),199928
5,58879,,Shine a Light (2008),199928
6,84525,,Virus X (2010),199928
7,80094,,"Last Exorcism, The (2010)",199928
0,31867,,Man of the House (2005),101263
1,116485,,The Skinny (2012),101263
2,79702,3.0,Scott Pilgrim vs. the World (2010),101263
3,49284,,10 Items or Less (2006),101263
4,129737,,Unfinished Business (2015),101263
5,80775,,Tamara Drewe (2010),101263
6,147010,,Thou Gild'st the Even (2013),101263
7,142925,,A Christmas Horror Story (2015),101263
8,120857,,Bloodsuckers (2005),101263
9,84738,,Slaughter (2009),101263
0,69278,,Land of the Lost (2009),134654
1,26719,,Cadence (1990),134654
2,104361,,Ain't Them Bodies Saints (2013),134654
3,831,,Stonewall (1995),134654
4,33688,,Parineeta (2005),134654
5,3437,,Cool as Ice (1991),134654
6,60475,,"Violin, El (2005)",134654
7,105831,,Bloody Bloody Bible Camp (2012),134654
8,2167,,Blade (1998),134654
9,84525,,Virus X (2010),134654
0,72178,,Welcome to Dongmakgol (2005),101743
1,136914,,RISE (2014),101743
2,52591,,"Contract, The (2006)",101743
3,147006,,Bana Masal Anlatma (2015),101743
4,91243,,Shanghai (2010),101743
5,130382,,Mr. Pip (2012),101743
6,109397,,Jamesy Boy (2014),101743
7,65045,,Alien Raiders (2008),101743
8,76701,,Love's Long Journey (2005),101743
9,127132,,Zipper (2015),101743
0,114420,,When Eight Bells Toll (1971),185991
1,26794,,"Heroic Trio, The (Dung fong saam hap) (1993)",185991
2,128203,,"Lightning, the White Stallion (1986)",185991
3,2423,,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),185991
4,3103,,Stanley & Iris (1990),185991
5,8772,,"Spy Who Came in from the Cold, The (1965)",185991
6,87094,,Dreams (Kvinnodröm) (1955),185991
7,5960,,Bad Influence (1990),185991
8,92514,,Moon of the Wolf (1972),185991
9,68319,,X-Men Origins: Wolverine (2009),185991
0,163194,,Davy Crockett and the River Pirates (1956),134039
1,56060,,I Served the King of England (Obsluhoval jsem anglického krále) (2006),134039
2,59935,,Flesh Gordon (1974),134039
3,8772,,"Spy Who Came in from the Cold, The (1965)",134039
4,109397,,Jamesy Boy (2014),134039
5,148757,,Beneath Loch Ness (2002),134039
6,84525,,Virus X (2010),134039
7,5021,,Murder by Death (1976),134039
8,38881,,Punishment Park (1971),134039
9,136491,,Ishqiya (2010),134039
0,8644,,"I, Robot (2004)",133839
1,79702,3.5,Scott Pilgrim vs. the World (2010),133839
2,106916,,American Hustle (2013),133839
3,119145,5.0,Kingsman: The Secret Service (2015),133839
4,46578,,Little Miss Sunshine (2006),133839
5,2997,,Being John Malkovich (1999),133839
6,2167,,Blade (1998),133839
7,40815,4.5,Harry Potter and the Goblet of Fire (2005),133839
8,1609,,187 (One Eight Seven) (1997),133839
0,91630,,Mission: Impossible - Ghost Protocol (2011),186183
1,6934,,"Matrix Revolutions, The (2003)",186183
2,59615,,Indiana Jones and the Kingdom of the Crystal Skull (2008),186183
3,103335,,Despicable Me 2 (2013),186183
4,102123,,This Is the End (2013),186183
5,44199,,Inside Man (2006),186183
6,7147,,Big Fish (2003),186183
7,46578,,Little Miss Sunshine (2006),186183
8,45499,,X-Men: The Last Stand (2006),186183
9,58025,,Jumper (2008),186183
0,140517,,Charro! (1969),147330
1,5118,,"Heartbreak Kid, The (1972)",147330
2,89135,,"Birds, the Bees and the Italians, The (Signore & signori) (1966)",147330
3,124539,,Gunshy (1998),147330
4,154996,,All Ladies Do It (1992),147330
5,34051,,My Brilliant Career (1979),147330
6,6613,,"Day of the Dolphin, The (1973)",147330
7,141480,,In the Dust of the Stars (1976),147330
8,2358,,Savior (1998),147330
9,107408,,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),147330
0,69278,,Land of the Lost (2009),147709
1,72171,,Black Dynamite (2009),147709
2,8644,,"I, Robot (2004)",147709
3,61248,,Death Race (2008),147709
4,164765,,Love Finds You In Sugarcreek (2014),147709
5,88235,,"Guard, The (2011)",147709
6,6593,,Freaky Friday (2003),147709
7,54378,,Man's Job (Miehen työ) (2007),147709
8,84525,,Virus X (2010),147709
9,80094,,"Last Exorcism, The (2010)",147709
0,69278,,Land of the Lost (2009),136801
1,65514,,Ip Man (2008),136801
2,8644,,"I, Robot (2004)",136801
3,104361,,Ain't Them Bodies Saints (2013),136801
4,44397,,"Hills Have Eyes, The (2006)",136801
5,88129,5.0,Drive (2011),136801
6,70410,,"Killing Room, The (2009)",136801
7,4699,,Original Sin (2001),136801
8,100452,,"Devil's Tomb, The (2009)",136801
9,167640,,A Cure for Wellness (2017),136801
0,69278,,Land of the Lost (2009),142687
1,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",142687
2,8644,,"I, Robot (2004)",142687
3,5321,,"Triumph of Love, The (2001)",142687
4,8529,,"Terminal, The (2004)",142687
5,116159,,Level Five (1997),142687
6,112650,,Watercolors (2008),142687
7,6281,,Phone Booth (2002),142687
0,103042,,Man of Steel (2013),136074
1,86332,,Thor (2011),136074
2,8961,3.5,"Incredibles, The (2004)",136074
3,30810,,"Life Aquatic with Steve Zissou, The (2004)",136074
4,45722,,Pirates of the Caribbean: Dead Man's Chest (2006),136074
5,5618,,Spirited Away (Sen to Chihiro no kamikakushi) (2001),136074
6,1206,5.0,"Clockwork Orange, A (1971)",136074
7,97306,,Seven Psychopaths (2012),136074
8,97921,,Silver Linings Playbook (2012),136074
9,95449,,Magic Mike (2012),136074
0,149484,,All About My Wife (2012),144487
1,103413,,Flicker (Flimmer) (2012),144487
2,78247,,"Drawn Together Movie: The Movie!, The (2010)",144487
3,72178,,Welcome to Dongmakgol (2005),144487
4,58452,,Saving Sarah Cain (2007),144487
5,65259,,Involuntary (De ofrivilliga) (2008),144487
6,164901,,Heavenly Shift (2013),144487
7,130382,,Mr. Pip (2012),144487
8,109397,,Jamesy Boy (2014),144487
9,148757,,Beneath Loch Ness (2002),144487
0,26236,,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",102323
1,54919,,Babes in Toyland,102323
2,6156,,Shanghai Knights (2003),102323
3,175705,,Themroc (1973),102323
4,186,,Nine Months (1995),102323
5,6669,,Ikiru (1952),102323
6,27255,,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",102323
7,3707,,9 1/2 Weeks (Nine 1/2 Weeks) (1986),102323
8,218,,Boys on the Side (1995),102323
9,136148,,The Sign of Venus (1955),102323
0,45074,,"Wild, The (2006)",190280
1,8644,,"I, Robot (2004)",190280
2,49284,,10 Items or Less (2006),190280
3,106916,,American Hustle (2013),190280
4,162662,,Hockney (2014),190280
5,99861,,Jesse Stone: Sea Change (2007),190280
6,67799,,The Butterfly Effect 3: Revelations (2009),190280
7,104361,,Ain't Them Bodies Saints (2013),190280
8,58879,,Shine a Light (2008),190280
9,84525,,Virus X (2010),190280
0,6294,,Bulletproof Monk (2003),103640
1,53460,,Surf's Up (2007),103640
2,79702,,Scott Pilgrim vs. the World (2010),103640
3,95309,,Seeking a Friend for the End of the World (2012),103640
4,150568,,2 Autumns 3 Winters (2013),103640
5,141950,,6 Years (2015),103640
6,1059,,William Shakespeare's Romeo + Juliet (1996),103640
7,146344,,Elämältä kaiken sain,103640
8,153012,,Aashiq Banaya Aapne (2005),103640
9,69429,,Home from the Hill (1960),103640
0,69278,,Land of the Lost (2009),197122
1,1538,,"Second Jungle Book: Mowgli & Baloo, The (1997)",197122
2,98275,,"Octopus, The (Le poulpe) (1998)",197122
3,2008,,"This World, Then the Fireworks (1997)",197122
4,7486,,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),197122
5,8772,,"Spy Who Came in from the Cold, The (1965)",197122
6,5960,,Bad Influence (1990),197122
7,122,,Boomerang (1992),197122
0,71094,,Randy and the Mob (2007),170051
1,109971,,Ocho apellidos vascos (2014),170051
2,6702,,Dickie Roberts: Former Child Star (2003),170051
3,36529,2.5,Lord of War (2005),170051
4,97775,,This Ain't California (2012),170051
5,134957,,Ada Apa Dengan Cinta? (2002),170051
6,108780,,Labor Day (2013),170051
7,88495,,Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen) (2010),170051
8,6340,,Only the Strong Survive - A Celebration of Soul (2002),170051
9,72308,,Battlestar Galactica: The Plan (2009),170051
0,33158,,xXx: State of the Union (2005),144657
1,79796,,Centurion (2010),144657
2,55442,,Persepolis (2007),144657
3,164765,,Love Finds You In Sugarcreek (2014),144657
4,104218,,Grown Ups 2 (2013),144657
5,54331,,You Kill Me (2007),144657
6,109452,,Omar (2013),144657
7,103539,,The Spectacular Now (2013),144657
8,90345,,"Thing, The (2011)",144657
9,80094,,"Last Exorcism, The (2010)",144657
0,69278,,Land of the Lost (2009),180548
1,162662,,Hockney (2014),180548
2,6421,,"Rare Breed, The (1966)",180548
3,109452,,Omar (2013),180548
4,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),180548
5,99861,,Jesse Stone: Sea Change (2007),180548
6,39818,,"Swindle, The (Bidone, Il) (1955)",180548
7,104361,,Ain't Them Bodies Saints (2013),180548
8,58879,,Shine a Light (2008),180548
9,84525,,Virus X (2010),180548
0,69278,3.0,Land of the Lost (2009),132233
1,73321,3.0,"Book of Eli, The (2010)",132233
2,6621,,"Backyard, The (2002)",132233
3,141950,,6 Years (2015),132233
4,104361,,Ain't Them Bodies Saints (2013),132233
5,44397,,"Hills Have Eyes, The (2006)",132233
6,88129,3.0,Drive (2011),132233
7,94478,,Dark Shadows (2012),132233
8,70410,,"Killing Room, The (2009)",132233
9,100452,,"Devil's Tomb, The (2009)",132233
0,5582,,Captain Ron (1992),202214
1,141808,,A Summer to Remember (1960),202214
2,4773,,Haiku Tunnel (2001),202214
3,6930,,Girlhood (2003),202214
4,6881,,Pieces of April (2003),202214
5,645,,Nelly & Monsieur Arnaud (1995),202214
6,104361,,Ain't Them Bodies Saints (2013),202214
7,34148,,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",202214
8,8447,,This Island Earth (1955),202214
9,76189,,Growth (2009),202214
0,69278,,Land of the Lost (2009),144922
1,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",144922
2,79796,,Centurion (2010),144922
3,45074,,"Wild, The (2006)",144922
4,7011,,"Bullfighter, The (Matador) (1986)",144922
5,6593,,Freaky Friday (2003),144922
6,4844,,Bandits (2001),144922
7,8014,,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",144922
8,104361,,Ain't Them Bodies Saints (2013),144922
9,108780,,Labor Day (2013),144922
0,69278,,Land of the Lost (2009),136159
1,45074,,"Wild, The (2006)",136159
2,8644,,"I, Robot (2004)",136159
3,79702,,Scott Pilgrim vs. the World (2010),136159
4,6593,,Freaky Friday (2003),136159
5,162662,,Hockney (2014),136159
6,8014,,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",136159
7,67799,,The Butterfly Effect 3: Revelations (2009),136159
8,58879,,Shine a Light (2008),136159
9,84525,,Virus X (2010),136159
0,2170,,Wrongfully Accused (1998),142599
1,79794,,Crossworlds (1997),142599
2,119037,,Little Italy (1978),142599
3,47540,,Att stjäla en tjuv (1996),142599
4,4645,,Cure (1997),142599
5,34464,,Christmas in August (Palwolui Christmas) (1998),142599
6,2143,,Legend (1985),142599
7,2140,,"Dark Crystal, The (1982)",142599
8,1591,,Spawn (1997),142599
9,1609,,187 (One Eight Seven) (1997),142599
0,69278,,Land of the Lost (2009),163098
1,47472,,We Jam Econo,163098
2,183037,,We Jam Econo: The Story of the Minutemen (2005),163098
3,162662,,Hockney (2014),163098
4,99861,,Jesse Stone: Sea Change (2007),163098
5,67799,,The Butterfly Effect 3: Revelations (2009),163098
6,58879,,Shine a Light (2008),163098
7,109675,,"Pill, The (2011)",163098
8,84525,,Virus X (2010),163098
9,80094,,"Last Exorcism, The (2010)",163098
0,106922,,New Tale of Zatoichi (Shin Zatôichi monogatari) (Zatôichi 3) (1963),144018
1,122441,,Tales That Witness Madness (1973),144018
2,125323,,Shock Treatment (1973),144018
3,5593,,No Way to Treat a Lady (1968),144018
4,26719,,Cadence (1990),144018
5,134077,,The Red Snowball Tree (1974),144018
6,140916,,Malicious (1973),144018
7,77449,,Ben (1972),144018
8,74436,,Body Bags (1993),144018
9,153488,,Iracema (1976),144018
0,6131,,Some Kind of Hero (1982),142013
1,67799,,The Butterfly Effect 3: Revelations (2009),142013
2,34464,,Christmas in August (Palwolui Christmas) (1998),142013
3,52199,,Damnation (Karhozat) (1987),142013
4,1350,,"Omen, The (1976)",142013
5,136305,,Sharknado 3: Oh Hell No! (2015),142013
6,1438,,Dante's Peak (1997),142013
7,81164,,"Hole, The (2009)",142013
8,1609,,187 (One Eight Seven) (1997),142013
9,79996,,Giallo (2009),142013
0,1690,,Alien: Resurrection (1997),142209
1,1220,,"Blues Brothers, The (1980)",142209
2,7011,,"Bullfighter, The (Matador) (1986)",142209
3,2717,,Ghostbusters II (1989),142209
4,2797,,Big (1988),142209
5,3499,,Misery (1990),142209
6,645,,Nelly & Monsieur Arnaud (1995),142209
7,500,,Mrs. Doubtfire (1993),142209
8,2002,,Lethal Weapon 3 (1992),142209
9,5399,,River of No Return (1954),142209
0,56174,,I Am Legend (2007),133182
1,117529,,Jurassic World (2015),133182
2,54001,,Harry Potter and the Order of the Phoenix (2007),133182
3,5816,,Harry Potter and the Chamber of Secrets (2002),133182
4,111364,,Godzilla (2014),133182
5,30793,4.0,Charlie and the Chocolate Factory (2005),133182
6,4890,4.5,Shallow Hal (2001),133182
7,99731,,Dabangg 2 (2012),133182
8,7147,,Big Fish (2003),133182
0,68157,,Inglourious Basterds (2009),142680
1,69122,,"Hangover, The (2009)",142680
2,4318,,Postcards From the Edge (1990),142680
3,6669,,Ikiru (1952),142680
4,291,,Poison Ivy II (1996),142680
5,166782,,Akelarre (1984),142680
6,5771,,My Bloody Valentine (1981),142680
7,891,,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),142680
8,4963,,Ocean's Eleven (2001),142680
9,487,,Lightning Jack (1994),142680
0,167842,,Death Race 2050 (2017),195810
1,111861,,Battle of the Damned (2013),195810
2,61160,,Star Wars: The Clone Wars (2008),195810
3,60649,,Space Chimps (2008),195810
4,59649,,Blonde and Blonder (2008),195810
5,54331,,You Kill Me (2007),195810
6,140850,,Every Secret Thing (2014),195810
7,96266,,Little Birds (2011),195810
8,99613,,Private Romeo (2011),195810
9,98193,,"Invisible War, The (2012)",195810
0,72171,3.5,Black Dynamite (2009),135523
1,164765,,Love Finds You In Sugarcreek (2014),135523
2,88235,,"Guard, The (2011)",135523
3,6628,,Hot Dog... The Movie (1984),135523
4,41573,,"Family Stone, The (2005)",135523
5,79213,,Sade (2000),135523
6,72899,,Blissfully Yours (Sud sanaeha) (2002),135523
7,54378,,Man's Job (Miehen työ) (2007),135523
8,68963,,Easy Virtue (2008),135523
9,80094,,"Last Exorcism, The (2010)",135523
0,73017,,Sherlock Holmes (2009),148126
1,68358,,Star Trek (2009),148126
2,8644,,"I, Robot (2004)",148126
3,2628,,Star Wars: Episode I - The Phantom Menace (1999),148126
4,88405,,Friends with Benefits (2011),148126
5,1617,,L.A. Confidential (1997),148126
6,106916,,American Hustle (2013),148126
7,1222,,Full Metal Jacket (1987),148126
8,46578,,Little Miss Sunshine (2006),148126
9,1219,,Psycho (1960),148126
0,105217,,Adventures in Zambezia (2012),142679
1,73266,,Youth in Revolt (2009),142679
2,83219,,"Pixar Story, The (2007)",142679
3,127072,,Lightning Bolt: The Power of Salad (2002),142679
4,70869,,High Noon (2009),142679
5,44397,,"Hills Have Eyes, The (2006)",142679
6,60475,,"Violin, El (2005)",142679
7,59014,,Superhero Movie (2008),142679
8,81164,,"Hole, The (2009)",142679
9,152332,,Hungry (2014),142679
0,69278,,Land of the Lost (2009),119300
1,52321,,Seraphim Falls (2006),119300
2,92819,,"Flying Swords of Dragon Gate, The (Long men fei jia) (2011)",119300
3,8644,,"I, Robot (2004)",119300
4,153246,,Flower & Snake (2004),119300
5,141950,,6 Years (2015),119300
6,8772,,"Spy Who Came in from the Cold, The (1965)",119300
7,79987,,Gainsbourg (Vie Héroïque) (2010),119300
8,162580,,Paradise (2015),119300
0,114420,,When Eight Bells Toll (1971),149899
1,141808,,A Summer to Remember (1960),149899
2,7450,,Laws of Attraction (2004),149899
3,3103,,Stanley & Iris (1990),149899
4,136642,,Madame Bovary (2014),149899
5,3455,,Buddy Boy (1999),149899
6,34148,,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",149899
7,8447,,This Island Earth (1955),149899
8,130574,,Something Wicked (2014),149899
0,45074,,"Wild, The (2006)",143142
1,141808,,A Summer to Remember (1960),143142
2,116485,,The Skinny (2012),143142
3,137054,,Daniels Daughter (2008),143142
4,99861,,Jesse Stone: Sea Change (2007),143142
5,67799,,The Butterfly Effect 3: Revelations (2009),143142
6,104361,,Ain't Them Bodies Saints (2013),143142
7,147010,,Thou Gild'st the Even (2013),143142
8,142925,,A Christmas Horror Story (2015),143142
9,84525,,Virus X (2010),143142
0,135133,,The Hunger Games: Mockingjay - Part 2 (2015),146764
1,6283,,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),146764
2,84374,,No Strings Attached (2011),146764
3,88977,,Loose Cannons (Mine vaganti) (2010),146764
4,68159,,State of Play (2009),146764
5,4370,,A.I. Artificial Intelligence (2001),146764
6,90888,,Immortals (2011),146764
7,90746,,"Adventures of Tintin, The (2011)",146764
8,64622,,"Reader, The (2008)",146764
9,78316,,Letters to Juliet (2010),146764
0,96610,,Looper (2012),117283
1,122920,,Captain America: Civil War (2016),117283
2,103042,,Man of Steel (2013),117283
3,86332,,Thor (2011),117283
4,8961,,"Incredibles, The (2004)",117283
5,45722,3.5,Pirates of the Caribbean: Dead Man's Chest (2006),117283
6,5618,,Spirited Away (Sen to Chihiro no kamikakushi) (2001),117283
7,1206,3.5,"Clockwork Orange, A (1971)",117283
8,97921,4.0,Silver Linings Playbook (2012),117283
9,122916,,Thor: Ragnarok (2017),117283
0,73321,2.0,"Book of Eli, The (2010)",142678
1,111364,,Godzilla (2014),142678
2,30793,,Charlie and the Chocolate Factory (2005),142678
3,164765,,Love Finds You In Sugarcreek (2014),142678
4,8529,,"Terminal, The (2004)",142678
5,7450,,Laws of Attraction (2004),142678
6,41566,,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",142678
7,81847,,Tangled (2010),142678
8,106920,3.0,Her (2013),142678
9,8665,,"Bourne Supremacy, The (2004)",142678
0,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),142683
1,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",142683
2,54001,,Harry Potter and the Order of the Phoenix (2007),142683
3,8644,,"I, Robot (2004)",142683
4,49274,,Happy Feet (2006),142683
5,79702,,Scott Pilgrim vs. the World (2010),142683
6,119145,,Kingsman: The Secret Service (2015),142683
7,69757,4.0,(500) Days of Summer (2009),142683
8,93840,,"Cabin in the Woods, The (2012)",142683
9,6281,,Phone Booth (2002),142683
0,112326,,Nick Fury: Agent of S.H.I.E.L.D. (1998),143005
1,134853,,Inside Out (2015),143005
2,117184,,"Moscow, Belgium (2008)",143005
3,6156,,Shanghai Knights (2003),143005
4,54999,,Shoot 'Em Up (2007),143005
5,7450,,Laws of Attraction (2004),143005
6,117586,,My Dear Desperado (2010),143005
7,113350,,I'll Follow You Down (2013),143005
8,54378,,Man's Job (Miehen työ) (2007),143005
9,80094,,"Last Exorcism, The (2010)",143005
0,79796,,Centurion (2010),137233
1,52227,,"Darwin Awards, The (2006)",137233
2,136902,,Strange Powers: Stephin Merritt and the Magnetic Fields (2011),137233
3,134957,,Ada Apa Dengan Cinta? (2002),137233
4,6544,,"Housekeeper, The (femme de ménage, Une) (2002)",137233
5,6207,,"Slaughter Rule, The (2002)",137233
6,99721,,Texas Chainsaw 3D (2013),137233
7,39400,,"Fog, The (2005)",137233
8,72308,,Battlestar Galactica: The Plan (2009),137233
9,67420,,Boarding Gate (2007),137233
0,69278,,Land of the Lost (2009),145950
1,1019,,"20,000 Leagues Under the Sea (1954)",145950
2,162662,,Hockney (2014),145950
3,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),145950
4,39818,,"Swindle, The (Bidone, Il) (1955)",145950
5,8772,4.0,"Spy Who Came in from the Cold, The (1965)",145950
6,1840,,He Got Game (1998),145950
7,58879,,Shine a Light (2008),145950
8,84525,,Virus X (2010),145950
9,5021,,Murder by Death (1976),145950
0,117418,,Victor and the Secret of Crocodile Mansion (2012),119489
1,165287,,The Swap (2016),119489
2,85278,,"City of Your Final Destination, The (2009)",119489
3,84794,,What Is It? (2005),119489
4,104361,,Ain't Them Bodies Saints (2013),119489
5,77330,,Red Riding: 1980 (2009),119489
6,95595,,Bela Kiss: Prologue (2013),119489
7,5021,,Murder by Death (1976),119489
8,66789,,Screamers: The Hunting (2009),119489
9,68319,,X-Men Origins: Wolverine (2009),119489
0,7872,,Getting It Right (1989),150195
1,6174,,Kinjite: Forbidden Subjects (1989),150195
2,41165,,In Her Defense,150195
3,124444,,Invitation (1952),150195
4,42973,,Crocodile (Ag-o) (1996),150195
5,7387,,Dawn of the Dead (1978),150195
6,2556,,Telling You (1998),150195
7,64900,,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)",150195
8,4618,,Leviathan (1989),150195
9,27257,,Postman in the Mountains,150195
0,91630,,Mission: Impossible - Ghost Protocol (2011),147754
1,6934,,"Matrix Revolutions, The (2003)",147754
2,56174,,I Am Legend (2007),147754
3,103335,,Despicable Me 2 (2013),147754
4,102123,,This Is the End (2013),147754
5,136914,,RISE (2014),147754
6,7147,,Big Fish (2003),147754
7,94864,,Prometheus (2012),147754
